#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
592,Jorge López,WSN,3,3,4.13,58,0,8,13,3,61.0,263,59,30,28,8,22,2,4,54
593,Cristian Mena,ARI,1,1,4.43,11,2,0,1,0,18.0,78,18,10,9,2,7,0,1,17
594,Justin Wrobleski,LAD,2,1,4.59,22,1,0,1,0,30.0,128,29,17,15,4,11,0,1,27
595,Spencer Bivens,SFG,2,2,4.00,29,1,0,2,0,39.0,166,39,19,17,5,12,1,2,30
596,Grant Wolfram,MIL,1,0,4.33,17,0,0,1,0,18.1,79,17,10,9,2,9,0,1,18
597,Logan Evans,SEA,1,1,4.32,10,2,0,1,0,18.1,78,17,9,9,2,7,0,1,15
598,Chase Shugart,PIT,1,1,4.53,15,0,0,1,0,17.1,75,18,9,9,2,6,0,1,14
599,Joel Kuhnel,PHI,0,1,5.10,9,0,0,1,0,12.1,54,14,8,7,1,3,0,1,8
600,Daniel Robert,TEX,2,1,4.30,26,0,0,2,0,29.0,126,27,15,14,4,12,0,3,29
601,Matt Festa,TEX,1,0,4.49,11,0,0,1,0,12.0,51,11,6,6,2,5,0,1,12
602,Josh Winder,ARI,1,0,4.43,8,0,0,0,0,14.1,62,15,8,7,2,4,0,1,13
603,Andrew Misiaszek,CLE,2,2,3.99,26,0,0,2,0,27.1,118,25,13,12,3,12,0,1,27
604,Blas Castano,SEA,2,2,4.25,21,2,0,1,0,27.2,119,28,14,13,3,9,1,2,22
605,Drue Hackenberg,ATL,0,0,4.58,1,1,0,0,0,6.1,29,6,4,3,1,3,0,0,5
606,Logan Henderson,MIL,1,1,4.21,8,0,0,1,0,9.1,38,8,5,4,1,3,0,0,10
607,Scott Effross,NYY,2,1,4.09,27,0,0,2,1,29.0,122,28,14,13,4,9,1,1,24
608,Miguel Díaz,SFG,0,0,3.92,4,1,0,1,0,5.0,21,4,2,2,1,2,0,0,5
609,Steven Cruz,KCR,2,1,4.24,29,0,0,2,1,31.0,137,30,16,15,3,15,0,2,29
610,Mason Barnett,ATH,0,1,4.50,2,1,0,0,0,7.0,30,7,4,3,1,3,0,0,6
611,Angel Bastardo,TOR,1,1,4.16,14,0,0,1,0,14.1,61,13,7,7,2,6,0,1,14
612,Nick Nelson,,1,1,4.68,9,0,0,1,0,14.0,64,14,8,7,1,7,0,1,13
613,Emiliano Teodo,TEX,0,0,4.78,1,1,0,0,0,6.0,27,6,4,3,1,3,0,0,6
614,Jacob Misiorowski,MIL,2,3,4.53,35,4,0,1,0,54.0,240,46,30,27,7,31,0,5,57
615,Garrett McDaniels,LAA,1,2,4.35,38,0,0,5,0,40.2,178,41,21,20,5,17,0,2,35
616,Valente Bellozo,MIA,3,4,4.71,20,9,0,1,0,59.0,256,63,34,31,11,20,1,2,43
617,Alex Young,CIN,1,1,4.42,17,0,0,2,0,17.1,76,18,9,9,2,7,0,1,15
618,JT Chargois,TEX,1,1,3.88,26,0,0,2,1,27.1,116,25,13,12,4,11,1,1,24
619,Josiah Gray,WSN,0,1,4.86,4,2,0,0,0,10.0,43,10,6,5,2,4,0,0,9
620,Bruce Zimmermann,MIL,1,1,5.38,4,1,0,0,0,11.1,49,14,7,7,2,2,0,1,9
621,Zack Kelly,BOS,2,2,4.17,28,0,0,4,1,30.0,130,26,15,14,4,14,1,2,32
622,Wandy Peralta,SDP,3,2,3.81,47,0,1,10,2,46.2,200,42,21,20,5,19,1,3,39
623,Mason Thompson,WSN,2,2,4.42,32,0,0,5,1,34.0,149,34,18,17,4,14,1,2,28
624,Jack O'Loughlin,COL,0,0,5.75,9,1,0,2,0,23.1,107,28,16,15,3,11,0,1,18
625,Joey Lucchesi,SFG,0,1,4.10,11,1,0,1,0,15.0,65,15,7,7,2,6,0,0,11
626,José Cisnero,,1,1,4.29,19,0,0,1,1,20.0,87,18,10,9,2,9,0,1,21
627,Chase Hampton,NYY,0,1,4.84,2,1,0,0,0,5.2,24,5,3,3,1,2,0,0,5
628,Zach Penrod,BOS,1,1,4.15,20,0,0,4,0,18.0,80,16,9,8,2,10,0,1,19
629,Carlos Carrasco,NYY,1,1,4.90,6,2,0,0,0,15.1,67,16,9,8,3,5,0,1,13
630,Travis Adams,MIN,0,1,4.53,9,1,0,1,0,14.1,61,15,8,7,2,4,0,1,11
631,Patrick Murphy,TEX,0,0,4.38,6,0,0,0,0,7.1,32,7,4,4,1,3,0,0,7
632,Brandyn Garcia,SEA,1,1,3.90,20,0,0,1,0,20.0,86,18,9,9,2,8,0,1,19
633,Ethan Roberts,CHC,1,1,4.16,23,0,0,2,0,25.0,107,24,13,12,3,10,0,1,24
634,Dane Acker,TEX,0,1,5.06,3,2,0,0,0,11.1,50,11,7,6,2,5,0,0,9
635,Kyle Tyler,PHI,1,1,4.69,13,1,0,0,0,18.1,81,19,10,10,2,8,0,1,15
636,Emmet Sheehan,LAD,1,0,4.71,5,2,0,0,0,10.2,44,8,6,6,2,5,0,0,11
637,Kyle Amendt,ARI,1,1,3.94,16,0,0,1,0,16.1,70,14,8,7,2,8,0,0,18
638,Josh Fleming,SEA,1,0,4.42,7,1,0,0,0,17.0,74,19,9,8,2,6,0,1,10
639,Josh Walker,TOR,1,1,4.16,23,0,0,1,0,24.1,105,22,12,11,3,11,0,1,25
640,Trevor Gott,SEA,1,1,4.14,12,0,0,2,1,12.0,50,11,6,5,1,4,0,1,11
641,Andrew Morris,MIN,0,0,4.11,6,0,0,1,0,6.0,25,6,3,3,1,2,0,0,5
642,Yohan Ramírez,PIT,1,1,4.62,21,0,0,1,1,22.2,101,22,13,12,2,10,1,3,21
643,Ron Marinaccio,SDP,2,2,4.15,30,0,0,3,1,32.1,139,28,16,15,4,15,0,3,33
644,Brad Keller,CHC,1,1,4.49,8,1,0,0,0,11.1,51,12,6,6,1,5,0,1,9
645,Yerry De Los Santos,NYY,1,1,4.18,20,0,0,2,1,21.0,91,21,11,10,2,8,1,1,17
646,Keynan Middleton,,1,0,4.00,12,0,0,1,1,12.0,51,11,6,5,2,5,0,1,13
647,Enoli Paredes,ATL,0,0,3.60,17,0,0,3,0,21.0,89,15,9,8,2,12,0,1,20
648,Austin Voth,,2,3,4.34,42,2,0,7,1,48.1,205,45,25,23,7,16,1,3,46
649,Cole Sulser,TBR,1,1,4.23,22,0,0,2,1,24.1,105,22,12,11,3,10,1,1,23
650,Trent Harris,SFG,0,0,4.24,9,0,0,1,0,9.1,40,9,5,4,1,4,0,0,8
651,Francis Pena,SDP,1,1,4.24,17,0,0,1,0,18.0,77,18,9,8,2,6,0,1,15
652,Jacob Latz,TEX,2,3,4.21,44,0,0,9,3,45.2,200,41,23,21,6,24,1,2,46
653,Tyler Mattison,DET,1,1,4.22,20,0,0,1,0,21.0,90,19,11,10,3,9,0,1,21
654,Colin Poche,WSN,4,3,3.92,49,0,3,15,3,48.2,204,43,23,21,7,18,1,2,46
655,Ian Gibaut,CIN,1,1,4.26,10,0,0,3,1,11.1,49,11,6,5,1,5,0,1,11
656,Ray Kerr,ATL,0,0,4.23,6,0,0,1,0,9.0,39,9,5,4,1,4,0,1,10
657,Ben Casparius,LAD,2,1,4.55,18,1,0,1,0,27.0,118,25,15,14,4,13,0,1,29
658,Easton Lucas,TOR,1,1,4.47,17,0,0,2,0,18.2,81,18,10,9,2,8,1,1,17
659,Amir Garrett,TOR,1,1,4.17,21,0,0,1,0,21.1,93,18,11,10,3,12,0,1,25
660,Penn Murfee,CHW,1,1,3.89,17,0,0,2,0,17.2,75,15,8,8,2,7,1,1,18
661,Justin Hagenman,NYM,1,1,4.32,14,0,0,1,0,14.1,60,14,7,7,2,5,0,1,13
662,Jake Woodford,COL,0,1,5.22,10,1,0,1,0,14.0,61,16,9,8,2,4,0,1,10
663,Drew Smith,NYM,1,1,4.26,9,0,0,1,0,9.1,39,8,5,4,1,4,0,0,10
664,Cole Waites,SFG,0,0,4.32,11,0,0,1,0,11.1,49,11,6,5,1,5,0,0,11
665,Hayden Harris,ATL,1,1,4.09,12,0,0,1,0,12.2,54,11,6,6,2,6,0,1,13
666,Noah Davis,BOS,0,0,6.34,2,1,0,0,0,7.0,33,9,5,5,1,3,0,0,5
667,Drew Pomeranz,SEA,0,1,3.86,14,0,0,1,0,15.0,63,13,7,6,2,6,0,0,16
668,A.J. Blubaugh,HOU,1,1,4.16,7,0,0,1,0,8.0,34,8,4,4,1,3,0,0,8
669,Nabil Crismatt,PHI,0,1,4.57,7,0,0,0,0,8.1,36,9,5,4,1,3,0,0,8
670,Austin Davis,SDP,1,1,4.38,10,0,0,1,0,11.0,48,10,6,5,1,6,0,1,11
671,Jesse Chavez,TEX,1,1,4.06,28,0,0,3,1,31.2,136,31,16,14,4,11,0,1,29
672,Andrew Saalfrank,ARI,1,0,3.93,11,0,0,1,0,11.2,51,11,6,5,1,6,1,0,11
673,Jordan Balazovic,DET,0,0,4.09,5,0,0,0,0,5.1,23,5,3,2,1,2,0,0,5
674,Dylan Dodd,ATL,1,1,4.52,21,1,0,1,0,27.0,116,29,15,14,4,8,0,1,22
675,Anthony Misiewicz,MIN,1,1,4.34,15,0,0,1,1,16.1,70,16,8,8,2,6,0,1,15
676,Chris Murphy,BOS,0,0,4.52,4,0,0,0,0,5.1,23,5,3,3,1,2,0,0,5
677,Matt Barnes,,1,2,4.65,25,0,0,2,1,25.2,112,26,14,13,3,11,0,1,22
678,Tejay Antone,CIN,0,0,4.62,8,0,0,1,0,8.1,37,8,5,4,1,4,0,0,8
679,Parker Mushinski,CLE,0,0,4.46,18,0,0,2,0,20.2,91,20,11,10,2,9,0,2,18
680,Miguel Castro,HOU,2,2,4.42,34,0,1,3,1,35.1,153,34,19,17,4,14,1,2,31
681,Kolby Allard,CLE,1,1,4.73,12,1,0,0,0,15.2,68,17,9,8,2,5,0,0,14
682,Jack Dreyer,LAD,1,1,4.21,15,0,0,1,0,15.1,65,14,8,7,2,6,0,0,15
683,Ricky Vanasco,DET,1,0,4.55,8,0,0,2,0,8.2,37,7,5,4,1,4,0,0,8
684,Matt Canterino,MIN,0,0,4.46,8,0,0,1,0,8.2,37,8,5,4,1,4,0,0,9
685,Clay Helvey,WSN,0,0,4.48,9,0,0,0,0,10.1,44,9,6,5,1,5,0,1,11
686,Wilmer Flores,DET,0,0,4.13,7,0,0,1,0,6.2,29,6,3,3,1,2,0,1,6
687,Steven Okert,HOU,2,1,4.36,25,0,0,3,3,25.0,108,23,13,12,4,11,1,2,27
688,Nick Frasso,LAD,1,0,4.25,13,0,0,1,0,13.0,56,12,7,6,2,5,0,1,12
689,Nick Hernandez,HOU,2,2,4.46,35,0,0,3,1,41.0,176,37,22,20,6,17,1,3,42
690,Kyle Leahy,STL,2,3,4.41,45,0,0,7,0,51.2,224,52,28,25,6,18,1,3,41
691,James Karinchak,CHW,1,1,4.05,22,0,1,4,1,23.0,100,18,11,10,3,14,0,1,29
692,Trevor Richards,CHC,1,1,4.41,26,0,0,3,1,28.1,121,25,15,14,4,13,1,1,30
693,Brett de Geus,MIA,1,2,4.89,23,0,0,2,2,23.1,104,26,14,13,2,9,0,2,16
694,Mason Fluharty,TOR,1,1,4.18,20,0,0,1,0,20.1,87,19,10,9,3,8,0,1,19
695,Luinder Avila,KCR,1,1,4.59,13,0,0,1,0,13.1,60,14,7,7,1,6,0,1,11
696,Cory Lewis,MIN,1,1,4.37,10,0,0,1,0,10.0,43,9,5,5,1,4,0,0,9
697,Tim Hill,NYY,3,2,4.17,56,0,0,9,1,58.1,255,65,29,27,5,17,1,3,31
698,Alex Speas,MIN,1,2,4.43,13,0,0,2,0,13.1,59,11,7,7,2,9,1,1,15
699,Colten Brewer,NYY,1,1,4.52,19,0,0,1,0,20.2,90,20,11,10,3,9,0,1,19
700,Tom Cosgrove,SDP,1,1,4.43,30,0,0,3,0,29.2,128,27,16,15,4,12,1,3,28
701,Jairo Iriarte,CHW,1,3,4.69,24,4,0,1,0,43.0,191,41,24,22,6,22,1,3,40
702,Taylor Clarke,KCR,0,1,4.64,10,0,0,2,1,11.1,49,12,6,6,2,3,0,0,10
703,Ben Heller,CHC,0,0,4.76,6,0,0,0,0,7.0,31,6,4,4,1,3,0,1,8
704,Blake Walston,ARI,2,1,4.38,20,1,0,1,0,29.0,126,28,15,14,3,12,0,2,26
705,Luis Patiño,SDP,1,1,4.55,12,1,0,1,0,15.0,65,14,8,8,2,6,0,1,13
706,Michael Kelly,ATH,1,1,3.86,19,0,0,2,0,21.0,90,19,10,9,2,8,0,1,18
707,Chandler Champlain,KCR,0,1,4.43,5,0,0,0,0,5.2,25,6,3,3,1,2,0,0,5
708,Zach Maxwell,CIN,2,2,4.62,23,0,0,1,0,24.0,107,23,13,12,3,13,0,1,26
709,Ryan Miller,DET,1,1,4.43,14,0,0,1,0,14.2,63,15,8,7,2,5,1,1,12
710,Rolddy Munoz,ATL,1,1,4.32,20,0,0,2,0,21.1,93,21,11,10,2,9,0,1,20
711,Scott Blewett,MIN,2,2,4.53,23,0,0,2,1,29.0,127,31,16,15,4,11,1,1,25
712,Kelvin Cáceres,LAA,0,0,4.46,10,0,0,1,0,10.1,45,9,5,5,1,6,0,1,11
713,Michael Darrell-Hicks,LAA,1,1,4.61,13,0,0,1,0,14.0,61,14,8,7,2,4,0,1,12
714,Luarbert Arias,MIA,1,2,4.49,24,0,0,2,0,25.1,110,25,14,13,3,10,1,1,24
715,Seth Johnson,PHI,1,4,6.11,17,2,0,1,0,21.1,98,24,16,15,3,10,0,1,18
716,Erik Swanson,TOR,3,3,4.07,55,0,3,12,2,56.0,236,52,28,25,9,19,1,2,56
717,Alan Rangel,PHI,1,2,4.81,20,0,0,1,0,23.0,99,23,13,12,3,9,0,1,21
718,Marco Raya,MIN,0,1,4.39,8,0,0,1,0,8.1,36,8,4,4,1,3,0,0,7
719,Camden Minacci,LAA,0,0,4.33,5,0,0,1,0,5.0,22,5,3,2,1,2,0,0,5
720,Doug Nikhazy,CLE,1,1,4.34,27,0,0,2,0,33.1,145,30,17,16,4,17,1,2,33
721,Brent Headrick,NYY,1,1,4.25,19,0,0,1,0,22.1,94,21,11,11,4,7,0,1,23
722,Blake Weiman,HOU,0,0,4.32,8,0,0,1,0,8.1,35,8,4,4,1,2,0,0,7
723,Vinny Nittoli,MIL,1,1,4.33,13,0,0,1,0,14.1,61,14,7,7,2,5,0,1,14
724,Lyon Richardson,CIN,0,1,4.82,11,1,0,1,0,15.0,68,15,9,8,2,8,0,1,14
725,Eric Lauer,TOR,0,0,4.71,4,0,0,0,0,9.1,41,9,5,5,1,4,0,0,10
726,Vince Velasquez,CLE,0,0,4.32,9,0,0,1,0,10.2,46,10,6,5,2,4,0,0,11
727,Tommy Doyle,COL,1,1,4.99,14,0,0,1,0,14.1,63,15,9,8,2,6,0,0,12
728,Burch Smith,PIT,1,0,5.04,12,0,0,1,0,14.0,62,15,9,8,2,5,0,1,11
729,Jaden Hill,COL,1,1,4.89,26,0,0,2,1,28.0,124,29,17,15,4,11,0,2,25
730,Tyler Jay,MIL,0,0,4.31,8,0,0,0,0,11.2,50,12,6,6,1,5,0,0,10
731,Jesse Scholtens,CHW,0,1,5.47,2,1,0,0,0,5.2,26,7,4,3,1,2,0,0,4
732,Gerson Garabito,TEX,1,1,4.45,25,0,0,1,0,29.2,128,28,16,15,4,11,1,2,27
733,Anthony Maldonado,ATH,2,2,5.20,24,1,0,1,0,29.1,129,30,18,17,4,14,3,0,24
734,Jefry Yan,COL,0,0,4.83,11,0,0,1,0,11.1,51,11,7,6,1,6,0,1,11
735,Génesis Cabrera,NYM,1,1,4.27,25,0,0,4,1,26.0,113,25,13,12,3,12,1,1,24
736,Kirby Snead,,1,1,4.90,7,0,0,1,0,7.0,32,8,4,4,1,3,0,0,5
737,Elvis Alvarado,ATH,1,1,4.56,17,0,0,2,0,18.1,80,16,10,9,2,9,0,1,18
738,Randy Dobnak,MIN,2,2,4.83,9,1,0,0,0,25.1,114,27,15,14,3,12,1,1,19
739,Kade Strowd,BAL,1,1,4.33,18,0,0,2,0,18.2,83,18,10,9,2,8,0,1,17
740,Joan Adon,WSN,0,1,6.06,10,2,0,0,0,17.0,78,19,12,11,2,8,0,1,14
741,Tyler Gilbert,CHW,1,2,4.50,30,1,0,2,0,37.0,159,39,20,18,5,12,1,2,31
742,Gavin Hollowell,CHC,0,0,4.44,5,0,0,0,0,5.2,24,5,3,3,1,3,0,0,6
743,Tyler Owens,DET,0,0,4.53,10,0,0,1,0,10.0,43,10,5,5,1,4,0,0,8
744,Nick Sandlin,TOR,4,3,4.01,57,0,0,11,2,57.0,243,48,28,25,8,25,1,4,62
745,Jacob Barnes,TOR,2,2,4.56,27,0,0,2,1,28.1,122,29,16,14,4,10,1,1,24
746,Nate Lavender,TBR,1,1,4.16,17,0,0,1,0,17.0,74,15,8,8,2,9,0,1,18
747,Geoff Hartlieb,NYY,0,0,5.36,3,0,0,1,0,5.0,23,5,3,3,1,2,0,0,4
748,José Ureña,NYM,1,1,4.56,11,1,0,1,0,15.2,68,16,9,8,2,6,0,1,12
749,Sam Bachman,LAA,1,2,4.48,21,0,0,2,0,28.2,126,28,16,14,3,12,1,2,23
750,Jose E. Hernandez,LAD,0,0,4.58,7,0,0,1,0,7.2,34,7,4,4,1,4,0,0,8
751,Ky Bush,CHW,0,1,4.97,3,1,0,0,0,7.2,35,8,5,4,1,4,0,0,6
752,Sam Long,KCR,2,2,4.25,47,0,0,9,1,52.0,224,49,27,24,6,22,2,2,47
753,Jose Cuas,PHI,0,1,4.58,10,0,0,1,0,10.2,47,10,6,5,1,5,0,1,10
754,Albert Abreu,CIN,0,0,4.76,9,0,0,1,0,9.0,41,9,5,5,1,5,0,1,9
755,Chasen Shreve,ATL,0,0,4.44,6,0,0,2,0,7.0,29,6,4,3,1,3,0,0,6
756,Logan VanWey,HOU,1,1,4.29,20,0,0,1,0,20.2,90,19,11,10,3,10,0,1,21
757,Janson Junk,MIA,1,1,4.72,13,0,0,1,0,16.0,69,17,9,8,2,5,0,0,12
758,Austin Warren,NYM,1,0,4.29,12,0,0,1,0,13.0,56,12,7,6,2,5,0,1,11
759,Mike Clevinger,CHW,2,3,4.53,23,2,1,0,0,35.1,149,34,19,18,6,11,1,2,31
760,Nick Anderson,STL,2,1,4.23,24,0,1,3,1,25.2,109,25,13,12,4,9,1,1,23
761,Jay Jackson,,1,1,4.42,14,0,0,1,0,15.1,65,15,8,8,2,5,0,1,15
762,Sean Newcomb,BOS,0,0,4.90,5,0,0,0,0,7.1,32,6,4,4,1,4,0,1,7
763,Tommy Henry,ARI,1,2,4.45,19,1,0,1,0,26.0,114,26,14,13,3,11,0,1,23
764,Connor Seabold,TBR,0,0,4.60,8,0,0,1,0,8.1,36,8,5,4,1,3,0,1,7
765,Kyle Nicolas,PIT,2,2,4.33,52,0,1,10,0,55.2,248,52,29,27,6,29,1,4,57
766,Luis Frías,CLE,1,1,5.46,20,0,0,1,1,21.0,95,22,14,13,2,11,0,1,21
767,Elvin Rodriguez,MIL,0,0,4.39,9,0,0,1,0,10.0,43,10,5,5,2,4,0,0,9
768,Shintaro Fujinami,SEA,1,2,4.69,18,0,0,1,1,19.0,83,16,11,10,2,10,0,1,21
769,Zach Pop,TOR,2,2,4.44,36,0,0,6,1,35.2,154,35,19,18,4,13,1,2,28
770,Grant Anderson,MIL,1,1,4.72,21,0,0,1,1,23.1,101,23,13,12,4,9,1,1,23
771,Mick Abel,PHI,1,1,4.80,17,0,0,1,0,19.1,86,19,11,10,2,10,0,1,19
772,Triston McKenzie,CLE,4,6,4.79,24,16,0,0,0,89.1,390,83,52,47,16,45,1,3,83
773,Cole Winn,TEX,0,0,5.64,6,0,0,0,0,6.2,31,7,5,4,1,3,0,1,6
774,Brandon Hughes,CHC,0,0,5.11,5,0,0,0,0,6.0,26,6,4,3,1,2,0,0,6
775,Victor González,LAA,1,1,4.42,22,0,0,1,0,22.2,99,22,12,11,3,10,0,2,18
776,Zach Agnos,COL,2,3,4.72,23,0,0,1,0,23.1,101,24,13,12,4,8,0,1,20
777,Grant Hartwig,NYM,1,0,4.61,9,0,0,0,0,12.0,54,12,7,6,1,6,0,1,11
778,Chris Devenski,NYM,1,1,4.86,15,0,0,2,1,16.1,70,16,10,9,3,6,0,1,16
779,Royber Salinas,ATL,0,0,5.27,4,0,0,0,0,6.0,27,5,4,3,1,4,0,0,6
780,Sammy Peralta,CHW,0,0,4.95,4,0,0,0,0,6.1,28,6,4,3,1,3,0,0,6
781,Devin Sweet,PHI,2,2,4.54,25,0,0,2,0,26.2,115,25,15,14,4,11,1,2,27
782,Joe Jacques,LAD,0,1,4.32,10,0,0,1,0,10.2,47,11,6,5,1,4,0,1,8
783,Cody Bolton,SEA,1,1,4.37,27,0,0,2,0,29.1,128,28,15,14,4,13,0,1,28
784,Ryder Ryan,PIT,1,0,5.11,8,0,0,1,1,10.0,44,10,6,6,1,4,0,1,8
785,Kenny Rosenberg,,1,1,5.11,4,1,0,0,0,18.1,81,20,11,10,3,7,0,1,15
786,Connor Phillips,CIN,1,2,4.76,19,0,0,1,0,22.0,99,21,13,12,3,12,0,1,23
787,Jeff Brigham,ARI,0,0,4.93,5,0,0,1,0,5.2,24,4,3,3,1,3,0,0,6
788,Carson Fulmer,PIT,1,1,4.48,17,1,0,1,0,22.1,99,22,12,11,3,10,1,1,19
789,Mike Baumann,,2,1,4.66,22,0,0,3,1,25.0,110,24,14,13,3,12,0,1,24
790,Mason Englert,TBR,2,2,4.61,30,0,0,1,1,36.2,157,37,20,19,6,11,1,2,32
791,Dakota Hudson,LAA,1,1,5.16,13,1,0,1,0,18.1,82,20,11,10,2,8,0,1,12
792,Adam Cimber,,1,1,4.91,20,0,0,2,1,19.2,86,20,12,11,2,7,1,2,15
793,Paolo Espino,,0,0,6.59,2,1,0,0,0,5.2,26,8,4,4,1,2,0,0,3
794,David Buchanan,TEX,0,1,5.75,3,1,0,0,0,7.2,34,9,5,5,1,3,0,0,5
795,Xzavion Curry,MIA,1,2,4.77,16,1,0,2,0,21.2,93,23,13,12,4,7,0,1,16
796,Anthony Veneziano,MIA,3,2,4.52,43,0,0,6,0,49.2,221,54,27,25,6,20,1,3,44
797,Hogan Harris,ATH,3,3,4.46,35,1,0,2,0,48.1,212,45,26,24,6,23,1,2,44
798,Eric Cerantola,KCR,1,1,4.59,16,0,0,1,0,16.1,72,15,9,8,2,9,0,1,15
799,Darren McCaughan,MIN,0,0,5.88,4,3,0,0,0,16.1,73,19,12,11,3,6,0,1,12
800,Connor Gillispie,MIA,1,1,4.59,20,0,0,2,0,24.2,107,24,14,13,4,10,0,1,22
801,Tayler Scott,HOU,4,3,3.91,57,0,1,11,2,61.0,264,55,29,27,8,28,2,4,61
802,Orlando Ribalta,WSN,1,2,5.27,32,0,0,3,1,30.0,138,31,19,18,4,16,0,3,29
803,J.B. Wendelken,SDP,0,0,4.37,15,0,0,1,0,15.2,68,15,8,8,2,7,0,1,14
804,Tanner Gordon,COL,1,3,5.77,20,3,0,1,0,32.2,144,40,23,21,6,9,1,1,25
805,Brendon Little,TOR,2,2,3.89,50,0,0,9,6,50.2,220,48,24,22,5,22,1,3,43
806,Michael Petersen,LAA,2,1,4.61,25,0,0,2,0,27.1,118,25,15,14,4,11,1,2,26
807,Daniel Bard,,1,1,4.66,15,0,0,1,1,16.0,72,14,9,8,2,9,0,1,16
808,Yunior Marte,,1,1,5.39,23,0,0,2,1,27.1,124,31,18,16,4,13,0,1,24
809,Kai-Wei Teng,SFG,1,1,5.72,10,0,0,0,0,20.0,94,23,14,13,2,11,0,2,17
810,Carlos Vargas,SEA,2,2,3.95,40,0,0,5,0,41.1,179,40,20,18,5,16,1,2,36
811,Matt Moore,BOS,2,2,4.41,30,0,0,6,1,31.0,135,29,17,15,5,14,1,1,29
812,Jackson Rutledge,WSN,1,2,4.69,21,2,0,1,0,33.0,146,33,19,17,4,15,0,2,29
813,Kaleb Ort,HOU,3,3,4.24,53,0,1,12,2,56.2,242,52,29,27,9,22,2,2,59
814,Shelby Miller,ARI,3,4,4.35,44,0,0,8,2,47.2,202,44,25,23,6,18,1,3,45
815,Max Kranick,NYM,1,1,4.47,26,0,0,1,2,30.1,130,30,16,15,4,11,1,1,25
816,Jared Shuster,CHW,3,4,4.79,37,3,0,4,1,56.0,244,57,32,30,8,24,0,1,42
817,Jake Diekman,ATL,1,1,4.25,29,0,0,4,2,30.0,132,25,15,14,3,18,0,2,34
818,Noah Murdock,ATH,1,1,4.65,30,0,0,5,0,32.2,146,31,18,17,3,18,1,3,30
819,Yerry Rodríguez,,0,0,6.78,7,0,0,0,0,8.0,37,9,6,6,1,4,0,0,7
820,José Ruiz,PHI,3,2,4.35,52,0,0,6,1,54.1,235,52,29,26,8,22,1,2,53
821,Luis González,BAL,1,1,4.34,29,0,0,2,0,30.0,128,29,16,14,5,11,1,1,28
822,Angel Chivilli,COL,3,4,4.70,49,0,1,10,3,52.2,230,54,30,27,8,19,1,3,48
823,Andrew Wantz,TBR,0,0,4.21,6,0,0,1,0,8.2,37,7,4,4,2,4,0,0,9
824,Cam Booser,CHW,2,3,4.27,53,0,1,10,2,55.1,240,52,28,26,8,25,1,2,57
825,Hunter Strickland,,2,2,4.40,38,0,1,4,2,39.2,170,36,21,19,6,16,1,2,33
826,Diego Castillo,COL,1,1,4.84,24,0,1,2,1,25.2,116,26,15,14,3,14,0,1,21
827,Roansy Contreras,BAL,1,1,4.58,22,1,0,1,0,28.2,124,27,16,15,4,12,1,1,25
828,Lake Bachar,MIA,2,4,4.60,48,0,0,13,0,48.1,213,49,27,25,7,21,1,2,46
829,Justin Anderson,CHW,2,3,4.42,59,0,8,10,3,60.2,267,57,32,30,8,31,1,3,62
830,Tyler Zuber,NYM,2,2,4.80,34,0,0,3,0,37.2,164,35,22,20,6,18,1,1,38
831,Dan Altavilla,CHW,1,2,4.78,18,1,0,1,0,18.0,79,18,10,9,3,8,0,1,17
832,Will Smith,,1,2,4.84,26,0,1,3,1,26.2,115,26,16,14,4,10,1,1,23
833,Juan Nuñez,SDP,0,0,4.99,13,0,0,1,0,13.2,60,13,8,8,2,6,0,0,12
834,Chris Stratton,KCR,3,3,4.68,51,0,1,7,2,55.1,243,55,31,29,6,25,1,2,46
835,Jonathan Hernández,TBR,1,1,4.77,17,0,0,1,1,19.1,86,19,11,10,2,10,1,1,18
836,Chad Kuhl,ATL,0,0,4.80,9,0,0,1,0,10.2,49,11,6,6,1,5,0,1,9
837,Casey Legumina,SEA,1,1,4.80,11,0,0,1,0,13.0,56,13,7,7,2,4,0,1,11
838,Justin Lawrence,PIT,4,4,4.90,59,0,2,10,5,62.2,283,65,37,34,7,31,1,5,56
839,Prelander Berroa,CHW,2,3,4.34,42,0,3,6,2,46.0,206,41,24,22,5,29,1,2,51
840,Jake Eder,CHW,1,1,4.96,16,1,0,1,0,22.0,100,22,13,12,3,11,0,3,20
841,Yoendrys Gómez,NYY,1,1,4.49,21,0,0,1,0,30.0,129,26,16,15,4,13,0,3,29
842,Mike Vasil,TBR,2,2,4.61,29,0,0,3,0,36.1,158,37,20,19,5,13,1,2,30
843,Bailey Horn,STL,1,1,4.88,18,0,0,3,1,19.0,85,18,11,10,3,11,1,1,18
844,Kendall Graveman,ARI,3,3,3.93,45,0,1,9,2,46.1,202,42,22,20,5,22,1,3,44
845,Dany Jiménez,ATL,0,1,4.49,11,0,1,2,1,11.2,50,9,6,6,2,7,0,1,12
846,Evan Justice,COL,1,1,5.60,25,0,0,1,0,24.0,114,24,16,15,2,18,0,2,25
847,Will Klein,SEA,1,1,4.70,26,0,0,2,2,27.0,120,24,15,14,3,16,0,1,26
848,James Kaprielian,,1,1,5.52,3,2,0,0,0,12.0,55,13,8,7,2,7,0,1,9
