#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
498,Hunter Feduccia,LAD,4,13,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.216
499,Brett Sullivan,SDP,8,23,25,5,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.216
500,Miguel Sanó,,17,59,67,13,7,3,0,3,8,9,7,0,23,1,0,0,0,0,0.214
501,Eric Wagaman,MIA,37,139,150,34,22,7,0,4,15,17,9,0,32,1,1,0,2,1,0.243
502,Nick Ahmed,TEX,16,50,55,11,8,2,0,1,5,5,3,0,13,0,0,0,1,0,0.218
503,Joey Loperfido,TOR,35,118,130,26,17,5,1,3,14,12,9,0,42,2,1,0,3,1,0.218
504,Mickey Gasper,MIN,17,27,30,6,4,1,0,1,3,3,3,0,5,1,0,0,0,0,0.243
505,Garrett Stubbs,PHI,25,79,88,16,12,3,0,1,8,6,7,0,23,1,0,0,2,0,0.198
506,Brady House,WSN,13,50,54,11,8,2,0,1,5,6,3,0,15,1,0,0,0,0,0.229
507,Nicky Lopez,CHC,17,55,62,13,11,2,0,0,6,4,5,0,10,1,0,1,2,1,0.237
508,J.D. Davis,LAA,37,127,142,29,19,5,0,4,15,15,12,0,43,2,1,0,0,0,0.226
509,Jacob Hurtubise,CIN,9,27,31,6,5,1,0,0,4,2,3,0,7,1,0,0,1,0,0.240
510,Everson Pereira,NYY,10,38,41,8,5,2,0,1,5,4,3,0,13,0,0,0,1,0,0.222
511,Reese McGuire,CHC,9,30,33,6,5,1,0,0,3,2,2,0,9,0,0,0,0,0,0.205
512,David Bote,LAD,6,12,13,3,2,1,0,0,2,2,1,0,3,0,0,0,0,0,0.229
513,Petey Halpin,CLE,6,24,26,5,4,1,0,1,3,2,2,0,7,0,0,0,0,0,0.225
514,Kyren Paris,LAA,19,44,49,9,6,2,0,1,5,4,4,0,16,0,0,0,2,0,0.205
515,Carlos Pérez,CHC,10,25,27,5,3,1,0,1,2,3,2,0,6,0,0,0,0,0,0.203
516,Brice Matthews,HOU,4,15,16,3,2,1,0,1,2,2,1,0,6,0,0,0,1,0,0.206
517,DaShawn Keirsey Jr.,MIN,22,70,76,16,11,3,0,1,8,6,5,0,20,1,0,0,3,0,0.225
518,Osleivis Basabe,SFG,6,21,22,5,4,1,0,0,2,2,1,0,4,0,0,0,0,0,0.254
519,Jakson Reetz,NYM,3,9,10,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.200
520,Jorbit Vivas,NYY,4,16,17,4,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.228
521,Curtis Mead,TBR,17,60,65,15,10,3,0,1,7,7,4,0,12,1,0,0,1,0,0.246
522,Akil Baddoo,DET,11,27,31,6,4,1,0,1,4,3,3,0,9,0,0,0,1,0,0.213
523,Luis Guillorme,HOU,27,78,88,17,14,3,0,0,8,6,8,0,17,0,1,1,1,0,0.221
524,Liover Peguero,PIT,13,48,51,11,8,2,0,1,5,4,3,0,14,0,0,0,1,0,0.229
525,Mike Brosseau,SDP,7,25,28,6,4,1,0,1,3,3,2,0,7,0,0,0,0,0,0.221
526,Joe Mack,MIA,4,14,16,3,2,1,0,0,1,2,1,0,4,0,0,0,0,0,0.218
527,Ryan Kreidler,DET,10,24,26,5,3,1,0,1,3,2,2,0,8,0,0,0,1,0,0.193
528,Diego A. Castillo,,6,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.234
529,Harry Ford,SEA,3,6,7,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.217
530,Luke Williams,ATL,21,53,58,12,8,2,0,1,7,5,4,0,16,0,0,0,3,1,0.217
531,Eli White,ATL,10,25,28,6,4,1,0,1,3,2,2,0,8,0,0,0,1,0,0.229
532,Kevin Pillar,TEX,15,52,56,12,7,2,0,2,6,6,3,0,13,1,0,0,1,0,0.227
533,Grae Kessinger,ARI,21,48,53,10,7,2,0,1,5,5,4,0,14,0,0,0,1,0,0.214
534,Tyler Wade,SDP,42,113,126,24,19,4,0,1,14,6,9,0,30,1,1,2,8,1,0.214
535,Kevin Newman,LAA,60,206,222,49,38,9,1,2,21,16,11,0,36,1,2,2,4,1,0.238
536,Grant McCray,SFG,33,113,124,24,16,5,1,3,14,10,9,0,43,1,1,0,5,1,0.212
537,Tim Tawa,ARI,11,42,45,9,6,2,0,1,5,5,3,0,12,0,0,0,1,0,0.225
538,Edward Olivares,,8,23,25,6,4,1,0,1,3,3,2,0,4,0,0,0,1,0,0.250
539,Wilmer Flores,SFG,93,332,369,77,51,15,0,11,38,41,29,0,55,4,3,0,0,0,0.234
540,Nick Madrigal,NYM,8,23,25,6,5,1,0,0,3,2,1,0,3,0,0,0,1,0,0.256
541,Brewer Hicklen,MIL,8,19,21,4,2,1,0,1,2,2,2,0,7,0,0,0,1,0,0.202
542,Nick Sogard,BOS,7,20,22,5,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0.230
543,DJ Stewart,PIT,25,69,80,15,9,3,0,3,9,9,9,0,21,1,0,0,1,0,0.213
544,Gustavo Campero,LAA,4,13,14,3,2,1,0,0,2,1,1,0,3,0,0,0,1,0,0.236
545,Martín Maldonado,SDP,16,49,56,9,6,2,0,2,5,6,4,0,19,1,0,1,0,0,0.181
546,Blake Hunt,SEA,4,12,13,2,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.200
547,Jonathon Long,CHC,5,15,17,4,2,1,0,1,2,2,1,0,4,0,0,0,0,0,0.238
548,Keston Hiura,COL,9,30,33,7,4,1,0,1,4,4,2,0,10,1,0,0,0,0,0.247
549,Coco Montes,TBR,5,12,13,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.220
550,Taylor Trammell,HOU,45,108,122,22,13,4,0,4,14,12,11,0,38,1,1,0,3,1,0.201
551,Luca Tresh,KCR,3,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.220
552,Danny Mendick,CHW,24,63,68,14,10,3,0,1,6,6,4,0,15,1,0,0,1,0,0.221
553,Jesús Bastidas,HOU,3,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.211
554,Tucker Barnhart,TEX,7,20,23,4,3,1,0,0,2,2,2,0,6,0,0,0,0,0,0.197
555,Jacob Amaya,CHW,4,13,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.213
556,Kody Clemens,PHI,17,51,56,11,7,2,0,2,6,7,4,0,14,0,0,0,1,0,0.215
557,Austin Wynns,CIN,9,27,29,6,4,1,0,1,2,3,2,0,7,0,0,0,0,0,0.213
558,Luis Vazquez,BAL,8,12,13,3,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.215
559,Cooper Bowman,CIN,10,34,38,7,5,2,0,1,4,3,3,0,10,0,0,0,2,0,0.216
560,Willie Calhoun,,2,6,6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.230
561,Chuckie Robinson,LAA,6,18,19,4,3,1,0,0,2,2,1,0,5,0,0,0,0,0,0.207
562,Dom Nuñez,CLE,2,5,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.181
563,Andre Lipcius,CHW,4,9,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.221
564,Armando Alvarez,MIN,3,8,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.224
565,Cooper Hummel,HOU,3,9,10,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.215
566,Victor Mesa Jr.,MIA,17,62,67,14,9,3,0,1,6,6,4,0,16,0,0,0,1,0,0.226
567,Jonathan Ornelas,TEX,6,16,18,4,3,1,0,0,2,1,1,0,5,0,0,0,0,0,0.218
568,Justin Turner,CHC,80,297,330,71,51,14,0,6,32,35,25,0,60,6,3,0,1,0,0.241
569,Brandon Lockridge,SDP,17,40,44,9,6,2,0,1,5,3,3,0,12,0,0,0,2,0,0.220
570,Tyler Callihan,CIN,4,13,14,3,2,1,0,0,2,1,1,0,4,0,0,0,0,0,0.221
571,Aaron Hicks,,2,6,7,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.218
572,Kameron Misner,TBR,20,59,65,11,7,3,0,1,7,6,6,0,23,1,0,0,2,0,0.195
573,Austin Shenton,SEA,18,55,62,11,7,2,0,1,6,6,6,0,20,1,0,0,0,0,0.205
574,Luke Ritter,NYM,5,16,17,3,2,1,0,0,2,2,1,0,6,0,0,0,0,0,0.194
575,Sam Hilliard,COL,66,206,229,45,27,9,1,8,28,25,20,1,75,1,1,1,6,1,0.220
576,Oscar Gonzalez,SDP,6,19,20,5,3,1,0,1,2,2,1,0,5,0,0,0,0,0,0.249
577,Yonathan Perlaza,SDP,4,15,16,3,2,1,0,0,2,2,1,0,4,0,0,0,0,0,0.219
578,Travis Jankowski,CHC,23,66,73,15,12,2,0,0,8,4,6,0,15,1,0,0,3,1,0.226
579,Carlos D. Rodriguez,ATL,4,12,13,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.260
580,Joey Wendle,,13,41,44,10,7,2,0,0,4,3,2,0,9,1,0,0,1,0,0.236
581,Jake Fraley,CIN,104,362,404,87,61,18,2,6,47,36,34,1,79,5,3,0,17,4,0.241
582,Alexander Canario,NYM,15,43,47,9,5,2,0,2,5,5,3,0,16,0,0,0,1,0,0.203
583,Matthew Lugo,LAA,3,8,8,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.231
584,Steward Berroa,TOR,5,11,12,2,2,0,0,0,1,1,1,0,4,0,0,0,1,0,0.210
585,Nick Kurtz,ATH,8,31,35,7,4,1,0,1,4,3,3,0,10,0,0,0,0,0,0.212
586,Estevan Florial,,2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.205
587,Tony Kemp,,3,8,9,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.215
588,Brian Serven,DET,11,25,28,5,3,1,0,0,2,2,2,0,8,0,0,0,0,0,0.188
589,Joey Meneses,NYM,2,7,7,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.239
590,Kenedy Corona,HOU,2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.210
591,Garrett Cooper,ATL,11,36,39,9,6,2,0,1,4,4,3,0,11,0,0,0,0,0,0.243
592,Braden Shewmake,NYY,4,11,12,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.206
593,Mason McCoy,SDP,5,14,16,3,2,1,0,0,1,1,1,0,5,0,0,0,0,0,0.197
594,Quincy Hamilton,HOU,4,10,11,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.203
595,Dominic Smith,NYY,2,7,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.224
596,Pedro León,HOU,20,67,74,13,9,3,0,2,8,6,5,0,24,1,0,0,3,0,0.202
597,Jack López,SEA,2,6,6,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.195
598,Ryan Vilade,STL,4,10,11,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.225
599,Yanquiel Fernandez,COL,0,11,12,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.248
600,Jared Young,NYM,5,15,16,3,2,1,0,0,2,2,1,0,4,0,0,0,0,0,0.215
601,Mitch Haniger,SEA,82,296,330,63,40,12,0,11,32,38,28,0,93,4,2,0,0,0,0.212
602,Gilberto Celestino,NYM,3,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.226
603,Jose Herrera,ARI,27,81,92,17,13,3,0,1,8,6,8,0,22,1,1,2,1,0,0.210
604,Matt Koperniak,STL,4,14,15,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.233
605,Elehuris Montero,,9,30,33,7,5,1,0,1,4,4,2,0,9,0,0,0,0,0,0.242
606,Darren Baker,WSN,8,26,28,6,5,1,0,0,3,2,2,0,6,0,0,0,1,0,0.242
607,Cade Marlowe,SEA,7,12,13,2,1,0,0,0,1,1,1,0,5,0,0,0,1,0,0.191
608,Dustin Harris,TEX,7,22,24,5,3,1,0,0,3,2,2,0,6,0,0,0,1,0,0.220
609,Alika Williams,PIT,23,55,60,13,9,2,0,1,6,5,4,0,13,0,0,1,1,0,0.231
610,David Villar,SFG,10,29,32,6,4,1,0,1,3,3,2,0,10,0,0,0,0,0,0.218
611,Matt Duffy,,28,88,95,20,16,3,0,1,9,8,6,0,21,1,1,0,1,0,0.233
612,Tyler Locklear,SEA,30,99,111,21,14,4,0,3,11,12,8,0,32,2,1,0,1,0,0.213
613,Sammy Siani,PIT,5,12,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.219
614,Owen Caissie,CHC,13,47,52,11,7,2,0,1,5,5,4,0,17,0,0,0,1,0,0.224
615,Luis De Los Santos,NYM,10,26,28,5,4,1,0,0,3,3,2,0,7,0,0,0,0,0,0.205
616,Graham Pauley,MIA,31,103,114,23,14,5,0,3,11,12,9,0,28,1,1,0,2,0,0.219
617,Justin Foscue,TEX,6,17,19,4,2,1,0,0,2,2,2,0,4,0,0,0,0,0,0.214
618,Rowdy Tellez,SEA,26,89,100,19,12,3,0,4,9,12,9,1,23,1,1,0,0,0,0.211
619,Zach DeLoach,CHW,14,40,44,9,6,2,0,1,4,4,3,0,13,0,0,0,1,0,0.220
620,Ryan Noda,LAA,12,35,41,7,4,1,0,1,5,4,5,0,14,1,0,0,0,0,0.191
621,Brock Wilken,MIL,16,56,62,11,7,2,0,2,6,7,5,0,21,1,0,0,0,0,0.192
622,Michael Helman,STL,26,64,69,13,9,3,0,2,7,6,4,0,17,1,0,0,2,0,0.210
623,Adam Frazier,PIT,71,238,264,56,41,11,1,2,26,21,19,1,43,3,2,2,5,2,0.234
624,Bligh Madris,DET,9,28,31,6,4,1,0,1,3,3,3,0,8,0,0,0,1,0,0.209
625,Robert Hassell III,WSN,16,56,61,13,9,2,0,1,6,5,5,0,16,0,0,0,1,0,0.228
626,Nick Gordon,BAL,47,126,136,29,19,6,1,3,15,13,7,0,32,2,1,1,3,1,0.228
627,Paul DeJong,WSN,87,303,334,60,36,11,0,12,31,40,21,0,108,5,2,0,3,1,0.197
628,Bryce Eldridge,SFG,27,96,107,22,14,4,0,3,11,12,9,1,31,1,1,0,1,0,0.230
629,Scott Kingery,LAA,21,76,83,15,10,3,0,2,8,7,5,0,27,1,0,1,3,0,0.198
630,Aaron Schunk,COL,25,62,67,15,10,3,0,1,7,7,3,0,17,0,0,0,1,0,0.240
631,Zach Remillard,,11,28,31,6,4,1,0,0,3,2,2,0,8,0,0,0,1,0,0.204
632,José Abreu,,36,133,145,31,21,6,0,4,15,17,8,0,32,2,1,0,0,0,0.234
633,Niko Kavadas,LAA,9,31,35,6,3,1,0,1,4,4,4,0,14,1,0,0,0,0,0.188
634,Tim Elko,CHW,6,22,24,5,3,1,0,1,2,3,1,0,8,0,0,0,0,0,0.226
635,Marco Luciano,SFG,25,83,92,18,13,3,0,2,9,8,8,0,28,1,1,0,1,0,0.221
636,Tristan Gray,CHW,7,13,14,2,1,1,0,0,1,1,1,0,5,0,0,0,0,0,0.185
637,David Peralta,,71,240,262,58,40,12,1,5,27,26,19,1,55,2,2,0,2,1,0.241
638,Zac Veen,COL,38,132,145,31,21,6,1,3,17,13,11,0,38,1,1,0,7,1,0.237
639,CJ Alexander,ATH,7,21,22,4,3,1,0,1,2,2,1,0,6,0,0,0,0,0,0.204
640,Eddie Rosario,LAD,70,228,247,50,31,11,1,7,27,28,16,0,56,1,2,1,4,1,0.221
641,Trey Lipscomb,WSN,16,55,59,13,10,2,0,1,5,5,3,0,12,0,0,0,1,1,0.229
642,Stone Garrett,WSN,12,37,41,8,5,2,0,1,4,5,3,0,12,0,0,0,1,0,0.225
643,Bryce Johnson,PIT,21,34,38,8,6,1,0,0,4,3,3,0,10,0,0,0,1,0,0.222
644,Billy Cook,PIT,37,128,140,28,18,6,1,4,15,14,9,0,40,2,1,0,4,1,0.215
645,David Hensley,DET,21,52,58,11,8,2,0,1,6,5,5,0,17,0,0,0,1,0,0.209
646,Gavin Sheets,SDP,33,113,126,26,17,5,0,3,13,13,10,0,26,1,1,0,0,0,0.228
647,Tyler Gentry,KCR,15,42,46,9,6,2,0,1,5,4,3,0,14,1,0,0,1,0,0.213
648,Weston Wilson,PHI,26,82,91,17,10,3,0,3,10,10,7,0,27,1,1,0,2,1,0.206
649,Rece Hinds,CIN,24,51,56,11,6,2,0,2,6,6,3,0,21,1,0,0,1,0,0.208
650,Luken Baker,STL,35,105,118,23,14,5,0,4,12,15,11,0,32,1,1,0,0,0,0.219
651,Carlos Santana,CLE,131,487,547,105,67,21,1,15,55,59,53,1,97,3,3,1,3,1,0.215
652,Darick Hall,PIT,7,25,27,5,3,1,0,1,2,3,2,0,7,0,0,0,0,0,0.212
653,Adam Duvall,,59,206,225,41,23,8,1,9,24,29,14,0,69,3,1,0,1,0,0.201
654,Andrés Chaparro,WSN,25,90,98,21,13,4,0,3,9,12,7,0,22,1,1,0,0,0,0.229
655,Ildemaro Vargas,ARI,66,183,199,44,33,9,1,1,19,16,11,0,24,1,1,2,3,1,0.239
656,Sean Bouchard,COL,44,147,165,35,22,8,1,5,19,18,15,0,46,2,1,0,3,1,0.240
657,Bobby Dalbec,CHW,22,55,60,11,7,2,0,2,6,6,5,0,24,1,0,0,1,0,0.193
658,Greg Jones,COL,31,66,72,14,9,3,0,2,8,5,4,0,28,1,0,0,4,0,0.211
659,Dominic Fletcher,CHW,26,91,99,20,15,4,0,1,9,8,6,0,23,1,1,1,1,0,0.221
660,Yuli Gurriel,SDP,14,51,54,11,8,2,0,1,5,5,3,0,9,0,0,0,1,0,0.222
661,Juan Yepez,WSN,33,120,131,28,19,6,0,3,13,15,9,0,25,1,1,0,1,0,0.237
662,Jac Caglianone,KCR,18,62,68,14,9,3,0,2,7,7,5,0,18,1,0,0,1,0,0.222
663,Blaze Alexander,ARI,43,145,161,33,23,6,1,3,17,15,11,0,51,3,1,1,3,1,0.225
664,Jon Singleton,HOU,37,123,141,25,15,5,0,4,14,15,16,0,39,1,1,0,0,0,0.199
665,Hunter Renfroe,KCR,98,355,393,79,50,16,1,12,41,46,31,0,85,3,3,1,1,0,0.222
666,Oscar Colás,CHW,47,161,176,36,25,6,0,4,17,17,12,1,46,2,1,0,3,1,0.223
667,Jerar Encarnacion,SFG,55,199,217,45,30,8,0,7,23,24,15,0,74,1,1,0,1,1,0.226
668,Kyle Stowers,MIA,99,331,368,71,43,15,1,11,37,41,30,0,116,5,2,1,2,0,0.215
669,Anthony Rizzo,,81,300,338,66,44,13,0,8,34,35,27,1,66,9,2,0,2,1,0.219
670,Nick Pratto,KCR,28,96,108,19,12,4,0,2,11,10,10,0,37,1,1,0,1,0,0.199
671,Kris Bryant,COL,98,368,413,90,60,18,1,11,44,46,35,0,100,7,3,0,0,0,0.246
672,Michael Toglia,COL,133,486,547,110,63,23,2,21,64,67,54,2,169,3,3,0,7,2,0.225
673,Tirso Ornelas,SDP,80,290,316,67,45,14,1,6,32,31,22,1,68,2,2,1,3,1,0.230
674,Deyvison De Los Santos,MIA,88,338,360,81,55,14,1,11,35,43,17,2,102,3,2,0,2,0,0.240
675,Griffin Conine,MIA,86,299,332,60,38,12,1,8,30,34,27,1,117,3,2,0,0,0,0.201
676,Matt Mervis,MIA,83,288,319,57,35,12,0,9,28,34,24,1,95,4,2,0,1,0,0.199
